  "id";"drop";"name"                        ;  "shdr";  "shdg";  "shdb";"strength";"dsty";"mate";"fluid";"solid";"wall";  "lumr";  "lumg";  "lumb";"fall";"dlfn";"vscs";"fv";"friction"
"4089";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4090";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4091";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4092";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4093";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4094";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
"4095";   "0";"BLOCK_WATER"                 ;"0.1016";"0.0744";"0.0508";     "100";"1000";"watr";    "1";    "0";   "0";"0.0000";"0.0000";"0.0000";   "0";   "0";  "16"; "0";"16"
  "-1";   "0";"BLOCK_NULL"                  ;"4.0000";"4.0000";"4.0000";      "-1";"2600";"null";    "0";    "0";   "1";"0.0000";"0.0000";"0.0000";   "0";   "0"; "N/A"; "0";"16"

## Notes ##

# id: Block ID
# drop: Drop ID

# shdr/g/b, lumr/g/b: Shade RGB/ Lum RGB.
#    valid range: float of 0..4; 1.0 for 255

# Friction: 0: frictionless, <16: slippery, 16: regular, >16: sticky

# Solid: whether the tile has full collision

# vscs: viscosity, (velocity) / (1 + (n/16)), 16 halves movement speed, can be used to non-fluid tiles (sticky hazard, tarmac road in Terraria)

# dsty: density. As we are putting water an 1000, it is identical to specific gravity. [g/l]

# dlfn: dynamic luminosity function.
#    0-static, 1-torch flicker, 2-current global light (sun, star, moon), 3-daylight at noon,
#    4-slow breath, 5-pulsate

# mate: material, four-letter code

# fv: vertical friction (boolean)


## Illuminators ##

# Illuminator white: RGB(228,238,234), simulation of a halophosphate FL lamp (If you want high CRI lamp, collect a daylight!)
# Defalut torch : Y 64 x 0.55183 y 0.40966 (Planckian ~1 770 K); real candlelight colour taken from Spyder5 colorimeter (for I couldn't afford i1DisplayPro/Colormunki)
# Sunstone: Artificial sunlight, change colour over time in sync with sunlight. The light is set by game's code.
# Sunlight capacitor: daylight at noon. Set by game's code.


## Tiles ##

# 16 colour palette : games's 16-colour palette
# Magical ice: theoretical __metallic__ ice that might form under super-high pressure (> 5 TPa). Its density is a wild guess.


## References ##

#     * Density of various woods : http://www.engineeringtoolbox.com/wood-density-d_40.html
#     * Density of various phases of ice : http://www1.lsbu.ac.uk/water/ice_phases.html
